section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-10,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-11,ICU Hospital Beds in Use,1284
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-11,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-11,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-11,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-11,Acute Care Hospital Beds in Use,6707
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-11,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-11,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-11,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-12,ICU Hospital Beds in Use,1264
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-12,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-12,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-12,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-12,Acute Care Hospital Beds in Use,6798
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-12,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-12,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-12,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-13,ICU Hospital Beds in Use,1273
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-13,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-13,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-13,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-13,Acute Care Hospital Beds in Use,6836
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-13,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-13,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-13,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-14,ICU Hospital Beds in Use,1245
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-14,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-14,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-14,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-14,Acute Care Hospital Beds in Use,6751
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-14,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-14,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-14,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-15,ICU Hospital Beds in Use,1248
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-15,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-15,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-15,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-15,Acute Care Hospital Beds in Use,6711
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-15,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-15,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-15,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-16,ICU Hospital Beds in Use,1216
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-16,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-16,Percent of ICU Hospital Beds in Use,0.66
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-16,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-16,Acute Care Hospital Beds in Use,6483
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-16,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-16,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-16,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-17,ICU Hospital Beds in Use,1215
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-17,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-17,Percent of ICU Hospital Beds in Use,0.66
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-17,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-17,Acute Care Hospital Beds in Use,6343
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-17,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-17,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-17,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-18,ICU Hospital Beds in Use,1215
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-18,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-18,Percent of ICU Hospital Beds in Use,0.66
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-18,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-18,Acute Care Hospital Beds in Use,6672
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-18,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-18,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-18,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-19,ICU Hospital Beds in Use,1259
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-19,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-19,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-19,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-19,Acute Care Hospital Beds in Use,6812
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-19,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-19,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-19,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-20,ICU Hospital Beds in Use,1273
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-20,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-20,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-20,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-20,Acute Care Hospital Beds in Use,6741
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-20,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-20,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-20,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-21,ICU Hospital Beds in Use,1291
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-21,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-21,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-21,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-21,Acute Care Hospital Beds in Use,6816
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-21,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-21,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-21,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-22,ICU Hospital Beds in Use,1273
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-22,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-22,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-22,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-22,Acute Care Hospital Beds in Use,6674
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-22,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-22,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-22,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-23,ICU Hospital Beds in Use,1263
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-23,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-23,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-23,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-23,Acute Care Hospital Beds in Use,6547
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-23,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-23,Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-23,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-24,ICU Hospital Beds in Use,1250
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-24,Total ICU Hospital Beds,1833
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-24,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-24,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-24,Acute Care Hospital Beds in Use,6323
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-24,Total Acute Care Hospital Beds,8544
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-24,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-24,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-25,ICU Hospital Beds in Use,1246
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-25,Total ICU Hospital Beds,1833
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-25,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-25,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-25,Acute Care Hospital Beds in Use,6585
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-25,Total Acute Care Hospital Beds,8544
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-25,Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-25,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-26,ICU Hospital Beds in Use,1284
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-26,Total ICU Hospital Beds,1833
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-26,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-26,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-26,Acute Care Hospital Beds in Use,6764
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-26,Total Acute Care Hospital Beds,8544
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-26,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-26,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-27,ICU Hospital Beds in Use,1302
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-27,Total ICU Hospital Beds,1833
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-27,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-27,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-27,Acute Care Hospital Beds in Use,6787
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-27,Total Acute Care Hospital Beds,8544
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-27,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-27,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-28,ICU Hospital Beds in Use,1308
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-28,Total ICU Hospital Beds,1833
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-28,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-28,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-28,Acute Care Hospital Beds in Use,6784
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-28,Total Acute Care Hospital Beds,8544
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-28,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-28,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-29,ICU Hospital Beds in Use,1298
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-29,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-29,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-29,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-29,Acute Care Hospital Beds in Use,6636
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-29,Total Acute Care Hospital Beds,8544
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-29,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-29,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-30,ICU Hospital Beds in Use,1285
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-30,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-30,Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-30,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-30,Acute Care Hospital Beds in Use,6430
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-30,Total Acute Care Hospital Beds,8544
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-30,Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-30,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-31,ICU Hospital Beds in Use,1198
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-31,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-31,Percent of ICU Hospital Beds in Use,0.65
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-31,7-Day Average of Percent of ICU Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-31,Acute Care Hospital Beds in Use,6396
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-31,Total Acute Care Hospital Beds,8545
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-31,Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-08-31,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-01,ICU Hospital Beds in Use,1230
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-01,Total ICU Hospital Beds,1834
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-01,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-01,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-01,Acute Care Hospital Beds in Use,6613
